135.847980
140,114
139,113
138,113
137,113
136,112
135,112
134,111
133,110
132,109
131,108
130,107
129,107
128,106
127,106
126,106
125,106
124,106
123,106
122,106
121,106
120,106
119,106
119,105
119,104
119,103
119,102
119,101
119,100
119,99
119,98
119,97
119,96
119,95
119,94
119,93
119,92
119,91
119,90
119,89
119,88
119,87
119,86
119,85
119,84
119,83
119,82
119,81
119,80
119,79
119,78
119,77
119,76
119,75
119,74
119,73
119,72
119,71
119,70
119,69
119,68
119,67
119,66
118,65
117,65
116,64
115,63
114,63
114,62
114,61
114,60
114,59
114,58
114,57
114,56
114,55
114,54
114,53
114,52
114,51
114,50
114,49
114,48
114,47
114,46
114,45
114,44
114,43
114,42
113,42
112,42
111,41
110,41
109,41
108,40
107,40
106,40
105,40
104,40
103,40
102,40
101,40
100,40
99,40
98,40
97,40
96,40
95,40
94,40
93,40
92,40
91,40
90,40
89,40
88,40
87,40
86,40
85,40
84,40
83,40
82,40
81,40
80,40
79,40
78,40
77,40
76,40
75,40
74,40
73,40
72,40
71,40
70,40
69,40
68,40
68,39
68,38
68,37
68,36
68,35
68,34
68,33
68,32
68,31
68,30
68,29
68,28
68,27
68,26
68,25
68,24
68,23
68,22
68,21
68,20
68,19
68,18
68,17
68,16
68,15
67,15
66,15
65,15
64,15
63,15
62,15
61,15
60,15
59,14
58,14
57,14
56,13
55,12
54,12
53,12
52,12
51,12
50,12
49,12
48,12
47,11
46,11
45,11
44,10
43,10
42,10
41,9
40,9
39,9
38,9
37,9
36,10
35,10
34,10
33,10
32,10
31,11
30,11
29,11
28,11
27,12
26,12
25,13
24,13
23,13
22,13
21,13
20,14
19,14
18,14
17,14
16,14
15,14
14,14
13,14
12,14
11,14
10,15
9,15
8,14
7,14
6,14
5,14
4,15
3,14
